Date of Sale,Price,Address,City,State,Country
09/03/2018,695000,"67 FOXROCK PARK, FOXROCK, DUBLIN, Dublin 18",Dublin,Leinster,Ireland
08/03/2018,837005,"12 Castle Vernon, clontarf, Dublin 3",Dublin,Leinster,Ireland
08/03/2018,256000,"28 CAIRNWOOD AVE, SPRINGFIELD, TALLAGHT DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
08/03/2018,612334.8,"3 Harold Terrace, Harold Crescent, Glasthule",Dublin,Leinster,Ireland
08/03/2018,430000,"54 BLOOMFIELD PARK, DONNYBROOK, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
28/02/2018,442000,"36 THE CRESCENT, BINN EADAIR VIEW, SUTTON DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
26/02/2018,250000,"230 STANNAWAY RD, CRUMLIN DUBLIN 12, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
26/02/2018,155000,"48 LARAGHCON, LUCAN VILLAGE, DUBLIN",Dublin,Leinster,Ireland
23/02/2018,255506.61,"21 Elderheath Drive, Kiltipper, Dublin 24",Dublin,Leinster,Ireland
22/02/2018,726872,"20 The Grove, Goatstown Road, Goatstown, Dublin 14",Dublin,Leinster,Ireland
19/02/2018,500000,"182 LOWER KIMMAGE ROAD, DUBLIN 6W",Dublin,Leinster,Ireland
16/02/2018,255000,"5 BELLGREE COURT, TYRRELSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
15/02/2018,286000,"7 LEVERE TERRACE, HAROLDS, DUBLIN 6",Dublin,Leinster,Ireland
14/02/2018,1200000,"THE MOORINGS, GLENALUA RD, KILLINEY",Dublin,Leinster,Ireland
10/02/2018,1420000,"126 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
09/02/2018,595000,"2 FONTHILL ABBEY, BALLYBODEN ROAD, RATHFARNHAM, Dublin 14",Dublin,Leinster,Ireland
09/02/2018,351000,"33 KITTIWAKE, BARNAGEERAGH COVE, SKERRIES",Dublin,Leinster,Ireland
07/02/2018,265000,"46 FOXBOROUGH AVE, LUCAN, DUBLIN",Dublin,Leinster,Ireland
17/01/2018,26918.22,"111 KILCRONAN AVE, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
20/03/2018,511013.21,"11 Larkfield Place, Clay Farm Ballogan Road, Leopardstown, Dublin 18",Dublin,Leinster,Ireland
20/03/2018,229000,"118 BALLYGALL PARADE, FINGLAS EAST, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
20/03/2018,155000,"31 KINGS AVE, BALLYBOUGH, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
20/03/2018,340000,"33 CHANEL AVE, COOLOCK, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
20/03/2018,185000,"68 PHIBBLESTOWN HOUSE, PHIBBLESTOWN AVE, CLONSILLA DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
20/03/2018,339207,"7 Parkside View, Malahide Road, Balgriffin",Dublin,Leinster,Ireland
20/03/2018,484581.5,"72 Ardilea Crescent, Heidelberg, Ardilea, Dublin 14",Dublin,Leinster,Ireland
16/03/2018,905000,"1 STATION RD, GLENAGEARY, DUBLIN",Dublin,Leinster,Ireland
16/03/2018,210000,"106 CARRIG COURT, SAGGART, DUBLIN, Dublin 24",Dublin,Leinster,Ireland
16/03/2018,260000,"38 LIBERTY COURT, BLACKPITTS, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
16/03/2018,325000,"58 the Close, Citywest Village, Citywest, Dublin 24",Dublin,Leinster,Ireland
16/03/2018,485000,"APT 19, HOUSE 2, LINDEN COURT",Dublin,Leinster,Ireland
15/03/2018,175000,"3 SPENCER PLACE, DUBLIN 3, DUBLIN, Dublin 3",Dublin,Leinster,Ireland
15/03/2018,947136.55,"4 Norabrook, 119 Howth Road, Clontarf",Dublin,Leinster,Ireland
15/03/2018,285000,"54 BELMAYNE PARK SOUTH, BELMAYNE, BALGRIFFIN, Dublin 13",Dublin,Leinster,Ireland
15/03/2018,188500,"74 LANNDALE LAWNS, SPRINGFIELD, TALLAGHT, Dublin 24",Dublin,Leinster,Ireland
15/03/2018,674008.8,"75 Ardilea Crescent, Heidelberg, Ardilea, Dublin 14",Dublin,Leinster,Ireland
14/03/2018,581497.79,"41 Woodbank, Dublin Road, Shankill, Dublin 18",Dublin,Leinster,Ireland
14/03/2018,339207.04,"53 The Avenue, Hansfield Wood, Hansfield",Dublin,Leinster,Ireland
14/03/2018,375000,"63 DEANSWIFT RD, GLASNEVIN, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
14/03/2018,312775,"No. 5 Rathbeale Grove, Rathbeale Road, Swords",Dublin,Leinster,Ireland
13/03/2018,647577.09,"17 Grace Park View, Grace Park Wood, Grace Park Road, Dublin 9",Dublin,Leinster,Ireland
13/03/2018,378855,"2 Hamilton Hill, Barnageeragh Cove, Skerries",Dublin,Leinster,Ireland
13/03/2018,220264,"24 Red Arches Avenue, Silverbanks, The Coast, Dublin 13",Dublin,Leinster,Ireland
13/03/2018,440000,"32 WHITEHALL ROAD, CHURCHTOWN, DUBLIN 14",Dublin,Leinster,Ireland
13/03/2018,247000,"5 WESTON PARK, FIELDSTOWN ROAD, OLDTOWN",Dublin,Leinster,Ireland
13/03/2018,260000,"9 THE CEDARS, CRUAGH WOOD, STEPASIDE DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
13/03/2018,122000,"APT 19, STERLING SQUARE, CLONEE",Dublin,Leinster,Ireland
12/03/2018,396475.77,"123 Malahide Road, Donnycarney, Dublin 3",Dublin,Leinster,Ireland
09/03/2018,299559.5,"28 Parkside Crescent, Malahide Road, Balgriffin",Dublin,Leinster,Ireland
09/03/2018,225000,"5 THE SWIFT, TASSAGARD GREEN, SAGGART, Dublin 24",Dublin,Leinster,Ireland
09/03/2018,695000,"67 FOXROCK PARK, FOXROCK, DUBLIN, Dublin 18",Dublin,Leinster,Ireland
08/03/2018,837005,"12 Castle Vernon, clontarf, Dublin 3",Dublin,Leinster,Ireland
08/03/2018,256000,"28 CAIRNWOOD AVE, SPRINGFIELD, TALLAGHT DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
08/03/2018,612334.8,"3 Harold Terrace, Harold Crescent, Glasthule",Dublin,Leinster,Ireland
08/03/2018,430000,"54 BLOOMFIELD PARK, DONNYBROOK, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
28/02/2018,442000,"36 THE CRESCENT, BINN EADAIR VIEW, SUTTON DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
26/02/2018,250000,"230 STANNAWAY RD, CRUMLIN DUBLIN 12, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
26/02/2018,155000,"48 LARAGHCON, LUCAN VILLAGE, DUBLIN",Dublin,Leinster,Ireland
23/02/2018,255506.61,"21 Elderheath Drive, Kiltipper, Dublin 24",Dublin,Leinster,Ireland
22/02/2018,726872,"20 The Grove, Goatstown Road, Goatstown, Dublin 14",Dublin,Leinster,Ireland
19/02/2018,500000,"182 LOWER KIMMAGE ROAD, DUBLIN 6W",Dublin,Leinster,Ireland
16/02/2018,255000,"5 BELLGREE COURT, TYRRELSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
15/02/2018,286000,"7 LEVERE TERRACE, HAROLDS, DUBLIN 6",Dublin,Leinster,Ireland
14/02/2018,1200000,"THE MOORINGS, GLENALUA RD, KILLINEY",Dublin,Leinster,Ireland
10/02/2018,1420000,"126 TRITONVILLE RD, SANDYMOUNT, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
09/02/2018,595000,"2 FONTHILL ABBEY, BALLYBODEN ROAD, RATHFARNHAM, Dublin 14",Dublin,Leinster,Ireland
09/02/2018,351000,"33 KITTIWAKE, BARNAGEERAGH COVE, SKERRIES",Dublin,Leinster,Ireland
07/02/2018,265000,"46 FOXBOROUGH AVE, LUCAN, DUBLIN",Dublin,Leinster,Ireland
17/01/2018,26918.22,"111 KILCRONAN AVE, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
20/03/2018,1275000,"COOLCEEDA, 35B CASTLE PARK RD, SANDYCOVE",Dublin,Leinster,Ireland
16/03/2018,537445,"11 Odin's Way, Taylor's Lane, Rathfarnham",Dublin,Leinster,Ireland
16/03/2018,420000,"15 WOODVIEW, MOUNT MERRION AVE, BLACKROCK, Dublin 4",Dublin,Leinster,Ireland
16/03/2018,110000,"151 THE PLAZA, BALLYMUN, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
16/03/2018,231000,"19 VILLAGE COURT, BUTTERFIELD AVE, RATHFARNHAM DUBLIN 14, Dublin 14",Dublin,Leinster,Ireland
16/03/2018,392070,"35 THE AVENUE, SCHOLARSTOWN WOOD, SCHOLARSTOWN ROAD, Dublin 16",Dublin,Leinster,Ireland
16/03/2018,265000,"4 IMAAL RD, CABRA, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
16/03/2018,270925.11,"40 The Close, Citywest Village, Dublin 24, Dublin 24",Dublin,Leinster,Ireland
16/03/2018,292000,"47 LATCHFORD GREEN, CASTAHEANY, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
16/03/2018,461000,"6 CHERRYFIELD AVE, WALKINSTOWN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
16/03/2018,263876.65,"64 Ballygossan Park, Golf Links Road",Dublin,Leinster,Ireland
16/03/2018,952500,"71 STRAND RD, SANDYMOUNT, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
15/03/2018,1075000,"15 BRIGHTON SQ, BRIGHTON RD, FOXROCK DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
15/03/2018,255000,"18 MEATH PLACE, DUBLIN 8",Dublin,Leinster,Ireland
15/03/2018,370000,"76 OLIVER PLUNKETT AVE, MONKSTOWN FARM, DUN LAOGHAIRE",Dublin,Leinster,Ireland
14/03/2018,470000,"137 WYCKHAM POINT, WYCKHAM WAY, DUNDRUM DUBLIN 16, Dublin 16",Dublin,Leinster,Ireland
14/03/2018,208000,"30 LINNETFIELDS SQ, CASTAHEANY, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
14/03/2018,488986.78,"35 Bishops Gate, Kilternan",Dublin,Leinster,Ireland
14/03/2018,299559,"4 PARKSIDE GREEN, PARKSIDE, MALAHIDE ROAD",Dublin,Leinster,Ireland
13/03/2018,440000,"1 COOLMINE RD, CLONSILLA, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
13/03/2018,326000,"103 Ashfield Avenue, Ridgewood, Forrest Road",Dublin,Leinster,Ireland
13/03/2018,430000,"15 HONEY PARK, SALLYNOGGIN, DUN LAOGHAIRE",Dublin,Leinster,Ireland
12/03/2018,471365,"4 Ely Square, Rathfarnham, Dublni 14, Dublin 14",Dublin,Leinster,Ireland
12/03/2018,1750000,"MALINDI LODGE, WESTMINSTER RD, FOXROCK, Dublin 18",Dublin,Leinster,Ireland
09/03/2018,385000,"2 OLD BAWN PARK, TALLAGHT, DUBLIN, Dublin 24",Dublin,Leinster,Ireland
09/03/2018,381000,"25 FAIRFIELD AVENUE, EAST WALL, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
09/03/2018,272000,"APT 17 64 MOUNTJOY SQ, DUBLIN 1, DUBLIN, Dublin 1",Dublin,Leinster,Ireland
09/03/2018,340000,"HOUSE 7, 13 PHIBSBOROUGH, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
08/03/2018,414096,"11 Diswellstown Grove, Castleknock, Dublin 15",Dublin,Leinster,Ireland
08/03/2018,230000,"4 CAPTAINS AVE, CRUMLIN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
08/03/2018,158590.31,"59 Beech House, Baldoyle, Dublin 13",Dublin,Leinster,Ireland
07/03/2018,385000,"9 WHITWORTH AVE, DUBLIN 3, DUBLIN, Dublin 3",Dublin,Leinster,Ireland
28/02/2018,275000,"17 Elder Heath Drive, Elder Heath, Kiltipper Road, Dublin 24",Dublin,Leinster,Ireland
28/02/2018,2048458.15,"25 Morehampton Lane, Donnybrook, Dublin 4",Dublin,Leinster,Ireland
28/02/2018,596000,"32 WAVERLEY AVE, FAIRVIEW, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
28/02/2018,471365.63,"No. 7, Martin Close, Blackhorse Avenue",Dublin,Leinster,Ireland
23/02/2018,356000,"APARTMENT 122 BLOCK C, THE FORUM, SANDYFORD",Dublin,Leinster,Ireland
22/02/2018,409692,"123C Malahide Road, Donnycarney, Dublin 3",Dublin,Leinster,Ireland
22/02/2018,460000,"3 ROSELAWN WAY, CASTLEKNOCK, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
22/02/2018,171807,"49 Sycamore House, Silverbanks The Coast, Baldoyle, Dublin 13",Dublin,Leinster,Ireland
19/02/2018,1500000,"7 GROVE AVE, MALAHIDE, DUBLIN",Dublin,Leinster,Ireland
16/02/2018,220000,"18 CRUISE PARK DR, TYRELLSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
16/02/2018,255000,"5 BELLGREE COURT, TYRRELSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
16/02/2018,223000,"78 HOLYWELL WOOD, GORSE HILL, FELTRIM RD",Dublin,Leinster,Ireland
16/02/2018,500000,"85 FORBES QUAY APTS, SIR JOHN ROGERSONS QUAY, DUBLIN 2, Dublin 2",Dublin,Leinster,Ireland
15/02/2018,286343.61,"25 CANON HALL, CHURCH ST EAST, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
09/02/2018,237885,"95 Ash House, Silverbanks, The Coast",Dublin,Leinster,Ireland
30/01/2018,158333,"35 MANOR COURT, MOUNT ARGUS GROVE, HARROLDS CROSS DUBLIN 6",Dublin,Leinster,Ireland
07/01/2018,554178,"55 PARNELL SQUARE WEST, ROTUNDA, DUBLIN 1",Dublin,Leinster,Ireland
07/01/2018,585911,"APT 1, 6 BELVEDERE PLACE, DUBLIN 1",Dublin,Leinster,Ireland
16/03/2018,414096.92,"10 THE DRIVE, ST MARNOCKS BAY, PORTMARNOCK",Dublin,Leinster,Ireland
16/03/2018,235000,"112 BALLYFERMOT PARADE, BALLYFERMOT, DUBLIN 10, Dublin 10",Dublin,Leinster,Ireland
16/03/2018,295000,"22 Cuil Duin Avenue, Cuil Duin, Citywest",Dublin,Leinster,Ireland
16/03/2018,462554,"34 Orwell Place, Block B, Marianella, Dublin 6",Dublin,Leinster,Ireland
16/03/2018,495000,"385 TRIMBLESTON, GOATSTOWN ROAD, DUBLIN14, Dublin 14",Dublin,Leinster,Ireland
16/03/2018,312775,"5 Shackleton Drive, Shackleton Park, Lucan",Dublin,Leinster,Ireland
16/03/2018,210000,"58 WESTEND VILLAGE, SNUGBOROUGH RD, BLANCHARDSTOWN DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
16/03/2018,700000,"71 COOLNEVAUN, STILLORGAN, DUBLIN",Dublin,Leinster,Ireland
16/03/2018,1200000,"8 DRUMNIGH WOOD, PORTMARNOCK, DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
16/03/2018,303965,"Apartment 16, Bramley Hall, Diswellstown, Dublin 15",Dublin,Leinster,Ireland
16/03/2018,185000,"APT 142, 109 PARNELL ST, DUBLIN 1, Dublin 1",Dublin,Leinster,Ireland
15/03/2018,76000,"2 CORDUFF GROVE, BLANCHARDSTOWN, CO. DUBLIN, Dublin 15",Dublin,Leinster,Ireland
15/03/2018,319376.65,"22 Parkside Cresent, Parkside, Malahide Road, Dublin 13",Dublin,Leinster,Ireland
15/03/2018,560000,"25 BAYVIEW DR, KILLINEY, GLENAGEARY",Dublin,Leinster,Ireland
15/03/2018,245000,"25 ORANMORE RD, BALLYFERMOT, DUBLIN 10, Dublin 10",Dublin,Leinster,Ireland
15/03/2018,212000,"44 HAMPTON WOODS, BALBRIGGAN, DUBLIN",Dublin,Leinster,Ireland
14/03/2018,418501.81,"6 The Drive, St Marnock's Bay, Station Road",Dublin,Leinster,Ireland
14/03/2018,160000,"APT 1 BAGGOTRATH HOUSE, NEWBRIDGE AVE, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
12/03/2018,238000,"20 RIDGEWOOD GROVE, SWORDS, DUBLIN",Dublin,Leinster,Ireland
09/03/2018,600000,"1 THE ELMS, CHURCH ST, FINGLAS DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
09/03/2018,220000,"KILTIPPER, BOHERNABREENA, TALLAGHT",Dublin,Leinster,Ireland
08/03/2018,599118,"14 Rokeby Park, Lucan",Dublin,Leinster,Ireland
08/03/2018,237885,"5 Riversdale, Butterfield Avenue, Rathfarnham",Dublin,Leinster,Ireland
07/03/2018,281938,"19 Cuil Duin Walk, Cuil Duin, Citywest, Dublin 24",Dublin,Leinster,Ireland
05/03/2018,422907,"23 The Avenue, Scholardstown Wood, Scholardstown Road",Dublin,Leinster,Ireland
28/02/2018,330500,"11 CARRAROE AVE, THE DONAHIES, DUBLIN, Dublin 13",Dublin,Leinster,Ireland
27/02/2018,207048.45,"21 Birch House, Silverbanks, The Coast",Dublin,Leinster,Ireland
26/02/2018,259911.89,"16 Cuil Duin Avenue, Cuil Duin, Citywest",Dublin,Leinster,Ireland
26/02/2018,1175000,"29 CASTLEWOOD AVE, RATHMINES, DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
23/02/2018,837004,"22 Knockrabo Drive, Mount Anville Road, Dublin 14",Dublin,Leinster,Ireland
23/02/2018,362500,"40 KICKHAM RD, KILMAINHAM, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
22/02/2018,295000,"10 ASHFORD PLACE, STONEYBATTER, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
22/02/2018,290000,"23 LIGHTHOUSE APTS, EAST WALL, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
22/02/2018,550000,"32 BAYSIDE WALK, BAYSIDE, DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
21/02/2018,215000,"16 THE COURT, DALCASSIAN DOWNS, GLASNEVIN DUBLIN 9, Dublin 11",Dublin,Leinster,Ireland
21/02/2018,240000,"20 WESTBROOK AVE, BALBRIGGAN, DUBLIN",Dublin,Leinster,Ireland
21/02/2018,285000,"34 LANESBOROUGH GARDENS, ST MARGARETS RD, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
21/02/2018,495000,"49 PARK RD, GLENAGEARY HEIGHTS, GLENAGEARY",Dublin,Leinster,Ireland
20/02/2018,332000,"59 WESTON MEADOW, WESTON PARK, LUCAN",Dublin,Leinster,Ireland
16/02/2018,275000,"15 CRUISE PARK DR, TYRELLSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
09/02/2018,297356,"1 HOLYWOODRATH PARK, HOLLYSTOWN, DUBLIN 15",Dublin,Leinster,Ireland
09/02/2018,76250,"31 DUN SAITHNE CRESCENT, BALBRIGGAN, CO. DUBLIN",Dublin,Leinster,Ireland
06/02/2018,205000,"25 RATHMINES TOWN CENTRE, RATHMINES RD LOWER, RATHMINES DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
01/02/2018,555100,"15 the grove, goatstown road, dublin 14",Dublin,Leinster,Ireland
01/02/2018,510000,"31 THE GRANERY, LONGS PLACE DUBLIN 8, DUBLIN, Dublin 8",Dublin,Leinster,Ireland
01/02/2018,72500,"46 DONNYBROOK MANOR, DONNYBROOK, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
01/02/2018,190000,"5 CURRAGH HALL VIEW, TYRELLSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
01/02/2018,440000,"64 GLENDHU RD, NAVAN RD, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
31/01/2018,745000,"3 THORNHILL RD, MOUNT MERRION, DUBLIN",Dublin,Leinster,Ireland
31/01/2018,255506,"41 The Green, The Paddocks, Hansfield, Dublin 15",Dublin,Leinster,Ireland
16/03/2018,400000,"8 AVONDALE RD, PHIBSBOROUGH, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
15/03/2018,234000,"107 VIKING HARBOUR, USHERS ISLAND, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
15/03/2018,205000,"121 EDGEWOOD LAWNS, BLANCHARDSTOWN, DUBLIN, Dublin 15",Dublin,Leinster,Ireland
15/03/2018,240000,"15 HOLLYWELL, POPPINTREE PARK LANE WEST, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
15/03/2018,340000,"152 MOURNE RD, DRIMNAGH, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
15/03/2018,327753,"24 Rathmill Green, Rathcoole",Dublin,Leinster,Ireland
15/03/2018,440000,"31 Terenure Gate, Terenure Road West, Terenure, Dublin 6w",Dublin,Leinster,Ireland
15/03/2018,243000,"80 JERVIS PLACE, DUBLIN 1, DUBLIN",Dublin,Leinster,Ireland
15/03/2018,460000,"APT 7 CARRAIGLEA, QUEENS PARK, MONKSTOWN",Dublin,Leinster,Ireland
15/03/2018,860000,"COILL MHUIRE, HILLCREST RD, SANDYFORD DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
15/03/2018,1150000,"LODGE, STRAND RD, PORTMARNOCK, Dublin 13",Dublin,Leinster,Ireland
14/03/2018,696035.24,"10 The Grove, Hazelbrook Square, Churchtown",Dublin,Leinster,Ireland
14/03/2018,223032,"115 KILBARRON RD, KILMORE WEST, COOLOCK DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
14/03/2018,445000,"164 CHERRYFIELD RD, WALKINSTOWN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
14/03/2018,258000,"169 BALLYFERMOT RD, BALLYFERMOT, DUBLIN 10, Dublin 10",Dublin,Leinster,Ireland
14/03/2018,246696,"21 RED ARCHES AVENUE, BALDOYLE, Dublin 13",Dublin,Leinster,Ireland
14/03/2018,147240,"336 LANDEN RD, BALLYFERMOT, DUBLIN, Dublin 10",Dublin,Leinster,Ireland
14/03/2018,540000,"44 HARBOUR VIEW, HOWTH, DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
14/03/2018,427312,"6 Ashfield Court, Ridgewood, Swords",Dublin,Leinster,Ireland
14/03/2018,263876.65,"63 Ballygossan Park, Golf Links Road, Skerries",Dublin,Leinster,Ireland
14/03/2018,350000,"7 MERCHAMP, SEAFIELD RD EAST, CLONTARF DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
14/03/2018,212000,"APARTMENT 23, 35 MOUNTJOY SQ, DUBLIN 1",Dublin,Leinster,Ireland
14/03/2018,262000,"APT 103, SANDYFORD VIEW, SANDYFORD DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
13/03/2018,506608,"10 Larkfield Place, Clay Farm, Leopardstown",Dublin,Leinster,Ireland
13/03/2018,300000,"20 GRIFFITH HALL, GLANDORE RD, DRUMCONDRA DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
13/03/2018,166000,"63 THE PLAZA, BALLYMUN, DUBLIN 11, Dublin 9",Dublin,Leinster,Ireland
12/03/2018,405286.34,"5 Dawson Place, Arbour Hill, Dublin 7",Dublin,Leinster,Ireland
09/03/2018,550000,"107 ST DECLANS RD, MARINO, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
09/03/2018,405286.37,"20 Scholarstown Wood, Scholarstown Road Rathfarnham, Dublin 16",Dublin,Leinster,Ireland
09/03/2018,450000,"40 MALAHIDE ROAD, ARTANE, DUBLIN 5",Dublin,Leinster,Ireland
08/03/2018,471365.63,"19 Brook House, Corrig Avenue, Dun Laoghaire",Dublin,Leinster,Ireland
07/03/2018,275000,"81 THE OVAL, TULLYVALE, DRUID VALLEY DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
06/03/2018,276000,"146 THE WATERSIDE APTS, RINGSEND RD, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
05/03/2018,885000,"10 CASTLE COURT, BOOTERSTOWN AVENUE, BLACKROCK",Dublin,Leinster,Ireland
28/02/2018,750000,"30 CASTLE GROVE, CLONTARF, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
28/02/2018,528634.35,"39 WOODBANK, SHANKILL",Dublin,Leinster,Ireland
23/02/2018,315000,"4 GRIFFITH HALL, GLANDORE RD, DRUMCONDRA DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
23/02/2018,572688,"Apt 23 Brook House, Corrig Avenue, Dun Laoghaire",Dublin,Leinster,Ireland
20/02/2018,500000,"23 CREMORE HEIGHTS, GLASNEVIN, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
20/02/2018,310000,"5 HENDRICK PLACE, OFF BLACKHALL PLACE, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
16/02/2018,560000,"4 THE WARREN, MALAHIDE, DUBLIN",Dublin,Leinster,Ireland
16/02/2018,260000,"54 LEIGHLIN RD, CRUMLIN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
15/02/2018,491500,"5 ST FRANCIS SQ, JOHN DILLON ST, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
08/02/2018,220000,"69 BOROIMHE CHERRY, SWORDS, DUBLIN",Dublin,Leinster,Ireland
06/02/2018,250000,"178 CLONARD RD, CRUMLIN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
06/02/2018,515000,"8 ST CLARES TCE, MOUNT DRUMMOND AVE, HAROLDS CROSS DUBLIN 6W, Dublin 6",Dublin,Leinster,Ireland
02/02/2018,185000,"33 EMFIELD COURT, EMFIELD RD, CLONDALKIN, Dublin 22",Dublin,Leinster,Ireland
01/02/2018,1500000,"28 HANOVER DOCK, HANOVER QUAY, DUBLIN 2, Dublin 2",Dublin,Leinster,Ireland
31/01/2018,252000,"49 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
30/01/2018,405000,"56 DUBLIN ST, BALBRIGGAN, DUBLIN",Dublin,Leinster,Ireland
15/03/2018,312775,"14 Shackleton Close, Shackleton Park, Lucan",Dublin,Leinster,Ireland
15/03/2018,257000,"210 TEMPLE COURT, NORTHWOOD SANTRY, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
15/03/2018,350000,"3 CRINKEN VILLAS, SHANKILL, CO DUBLIN",Dublin,Leinster,Ireland
15/03/2018,233550,"46 sycamore house, silverbanks, the coast, Dublin 13",Dublin,Leinster,Ireland
15/03/2018,200000,"7 RATHDOWN HALL, GLENAGEARY, DUBLIN",Dublin,Leinster,Ireland
14/03/2018,154609,"117 MILLPARK, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
14/03/2018,343612,"15 Shackleton Way, Shackleton Park, Lucan",Dublin,Leinster,Ireland
14/03/2018,84842,"15 ST CANICES CRT, CAPPAGH GREEN, FINGLAS DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
14/03/2018,359024.23,"20 Parkside Crescent, Parkside, Malahide Road, Dublin 13",Dublin,Leinster,Ireland
14/03/2018,300000,"25 THE WILLOW, ROCKFIELD, DUNDRUM DUBLIN 14, Dublin 16",Dublin,Leinster,Ireland
14/03/2018,259912,"34 Elder Heath Drive, Elder Heath, Kiltipper Road, Dublin 24",Dublin,Leinster,Ireland
14/03/2018,339207.04,"35 The Avenue, Hansfield Wood, Hansfield",Dublin,Leinster,Ireland
14/03/2018,335000,"55 CANON HALL, CHURCH ST EAST, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
14/03/2018,253000,"74 TEMPLE COURT, NORTHWOOD, SANTRY DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
