Date of Sale,Price,Address,City,State,Country
10/05/2018,376500,"19 RIDGEWOOD AVE, RIDGEWOOD, FOREST RD",Dublin,Leinster,Ireland
10/05/2018,660792,"5 Hawthorn Meadows, Bird Avenue, Clonskeagh",Dublin,Leinster,Ireland
10/05/2018,792951.54,"7 CLAIRVILLE LODGE, MALAHIDE",Dublin,Leinster,Ireland
10/05/2018,495000,"9 LA VISTA AVE, KILLESTER, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
10/05/2018,969162.99,"Merrion Hotel Residence 4, 8-11 and 11A, Lower Baggot Street, Dublin 4",Dublin,Leinster,Ireland
10/05/2018,888000,"ROSKILDE, 12 UPPER CARYSFORT AVE, BLACKROCK",Dublin,Leinster,Ireland
10/05/2018,240045.25,"Site 55 Aylmer Drive, Aylmer Heath, Main Street",Dublin,Leinster,Ireland
10/05/2018,240149.29,"Site 61 Aylmer Drive, Aylmer Heath, Main Street",Dublin,Leinster,Ireland
09/05/2018,325991.19,"18 PARKSIDE COURT, PARKSIDE, BALGRIFFIN",Dublin,Leinster,Ireland
09/05/2018,442477.88,"44 Grace Park Grove, Grace Park Wood, Grace Park Road, Dublin 9",Dublin,Leinster,Ireland
08/05/2018,340000,"8 LIFFEY GROVE, LIFFEY VALLEY PARK, LUCAN",Dublin,Leinster,Ireland
04/05/2018,590000,"20 SWEETMOUNT PARK, DUNDRUM, DUBLIN 14, Dublin 14",Dublin,Leinster,Ireland
04/05/2018,380000,"35 BROOKWOOD AVE, ARTANE, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
04/05/2018,380000,"4 THE BEECHES, DUNSTAFFNAGE HALL, STILLORGAN",Dublin,Leinster,Ireland
03/05/2018,407000,"10 MILLVIEW, SKERRIES, DUBLIN",Dublin,Leinster,Ireland
03/05/2018,182000,"11 ROSEBANK PLACE, NINTH LOCK RD, CLONDALKIN, Dublin 22",Dublin,Leinster,Ireland
03/05/2018,560000,"5 GRANVILLE CRESCENT, DUN LAOGHAIRE, DUBLIN",Dublin,Leinster,Ireland
02/05/2018,622000,"17 The walk, St Marnocks Bay, Portmarnock",Dublin,Leinster,Ireland
02/05/2018,430000,"48 ST ANNE'S AVENUE, RAHENY, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
30/04/2018,145000,"APT 19, SHELBOURNE PARK MEWS, RINGSEND RD DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
27/04/2018,495000,"38 Seascape, Clontarf, Dublin 3, Dublin 3",Dublin,Leinster,Ireland
27/04/2018,255000,"APT 25, AUGUSTINE COURT, AUGUSTINE ST",Dublin,Leinster,Ireland
27/04/2018,199000,"APT 26 LILYS COURT, ONGAR, CLONSILLA DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
25/04/2018,326000,"119 THE FORUM, BALLYMOSS RD, SANDYFORD, Dublin 18",Dublin,Leinster,Ireland
24/04/2018,320000,"25 ST BRENDANS TCE, COOLOCK VILLAGE, DUBLIN, Dublin 5",Dublin,Leinster,Ireland
13/04/2018,180000,"120 DECIES RD, BALLYFERMOT, DUBLIN 10, Dublin 10",Dublin,Leinster,Ireland
13/04/2018,445000,"50 MEADOW PARK, CHURCHTOWN DUBLIN 14, DUBLIN, Dublin 14",Dublin,Leinster,Ireland
13/04/2018,320000,"9 BAYSIDE BOULEVARD SOUTH, SUTTON, DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
12/04/2018,300000,"20 ST ASSAMS AVE, RAHENY, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
10/04/2018,766519,"8 Orwell Gate, Marianella, Rathgar, Dublin 6",Dublin,Leinster,Ireland
09/04/2018,650000,"11 HERMITAGE PARK, RATHFARNHAM, DUBLIN 16, Dublin 16",Dublin,Leinster,Ireland
05/04/2018,356000,"8 RATHBORNE DR, ASHTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
28/03/2018,444933.92,"1 Rahillion Drive, Donabate",Dublin,Leinster,Ireland
14/05/2018,153000,"51 DONOMORE CRESCENT, TALLAGHT, DUBLIN 24",Dublin,Leinster,Ireland
11/05/2018,480000,"10 MERTON AVE, SOUTH CIRCULAR RD, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
11/05/2018,325991.18,"15 Beresford Woods, Donabate, Co. Dublin",Dublin,Leinster,Ireland
11/05/2018,330000,"30 VERSCHOYLE PARK, SAGGART, DUBLIN, Dublin 24",Dublin,Leinster,Ireland
11/05/2018,1262000,"33 DUNVILLE AVENUE, DUBLIN 2",Dublin,Leinster,Ireland
11/05/2018,255000,"34 WYNNEFIELD PARK, WYNNEFIELD RD, RATHMINES DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
11/05/2018,680000,"40 DUBLIN RD, SKERRIES, DUBLIN, Dublin 18",Dublin,Leinster,Ireland
11/05/2018,295154,"56 Hamilton Hill, Barnageeragh Cove, Skerries",Dublin,Leinster,Ireland
10/05/2018,305000,"110 CURLEW RD, DRIMNAGH, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
10/05/2018,264317.18,"13 Elder Heath Green, Kiltipper Road, Dublin 24, Dublin 24",Dublin,Leinster,Ireland
10/05/2018,535000,"16 LUTTRELLSTOWN CLOSE, CASTLEKNOCK, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
10/05/2018,612335,"2 Chantilly Meadows, Library Road, Shankill, Dublin 18",Dublin,Leinster,Ireland
10/05/2018,422907,"21 The Avenue, Scholarstown Wood, Rathfarnham, Dublin 16",Dublin,Leinster,Ireland
10/05/2018,512384,"23 Woodbank, Dublin Road, Shankhill",Dublin,Leinster,Ireland
10/05/2018,281938.32,"24 Shackleton Way, Shackleton Park, Lucan",Dublin,Leinster,Ireland
10/05/2018,1050000,"6 BRIGHTON AVE, FOXROCK, DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
10/05/2018,412000,"65 Stillorgan Gate, Upper Kilmacud Road, Stillorgan",Dublin,Leinster,Ireland
10/05/2018,240104.31,"Site 4 Aylmer Grove, Aylmer Heath, Main Street",Dublin,Leinster,Ireland
10/05/2018,239848.04,"Site 53 Aylmer Drive, Aylmer Heath, Main Street",Dublin,Leinster,Ireland
10/05/2018,239689.28,"Site 63 Aylmer Drive, Aylmer Heath, Main Street",Dublin,Leinster,Ireland
09/05/2018,1250000,"SHANDON, FERNDALE RD, RATHMICHAEL, Dublin 18",Dublin,Leinster,Ireland
08/05/2018,212500,"2 HAZEL AVE, STILLORGAN, BLACKROCK",Dublin,Leinster,Ireland
08/05/2018,238000,"5 HANSTED CLOSE, LUCAN, DUBLIN",Dublin,Leinster,Ireland
04/05/2018,515000,"16 OBELISK COURT, ST AUGUSTINES PARK, BLACKROCK",Dublin,Leinster,Ireland
04/05/2018,200000,"31 TYRCONNELL GROVE, THOMAS DAVIS ST WEST, INCHICORE DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
04/05/2018,185000,"331 BACHELORS WALK, DUBLIN 2, DUBLIN, Dublin 1",Dublin,Leinster,Ireland
04/05/2018,210000,"9C CAMERON COURT, CORK ST, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
03/05/2018,315000,"6 LISALEA, MOUNT MERRION AVENUE, BLACKROCK",Dublin,Leinster,Ireland
03/05/2018,257000,"710 VIRGINIA HEIGHTS, TALLAGHT, DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
03/05/2018,223000,"APT 63 TUANSGATE, THE SQUARE, TALLAGHT DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
02/05/2018,225000,"46 PIMLICO, DUBLIN 8, DUBLIN, Dublin 8",Dublin,Leinster,Ireland
01/05/2018,418000,"24 RIVERWOOD HEATH, CARPENTERSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
30/04/2018,250000,"28 THE CRESCENT, THE PLAZA, SWORDS",Dublin,Leinster,Ireland
30/04/2018,191000,"APT 10 9 NELSON ST, PHIBSBOROUGH, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
27/04/2018,325000,"11 Castlechurch Park, Newcastle, Co. Dublin",Dublin,Leinster,Ireland
27/04/2018,181000,"141 PRIMROSE GROVE, DARNDALE, MALAHIDE RD DUBLIN 17, Dublin 17",Dublin,Leinster,Ireland
27/04/2018,20000,"25 LARKFIELD GROVE, HAROLDS CROSS, DUBLIN 6W",Dublin,Leinster,Ireland
27/04/2018,274669.6,"74 Beechwood Gate, Beechwood, Hansfield, Dublin 15",Dublin,Leinster,Ireland
25/04/2018,615000,"28 CABINTEELY WAY, CABINTEELY, DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
24/04/2018,364000,"11 HUNTERS LANE, HUNTERSWOOD, BALLYCULLEN DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
24/04/2018,110000,"18 WEAVERS COURT, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
23/04/2018,280000,"1H RATHBORNE CLOSE, ASHTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
20/04/2018,235000,"33 ANNALY TCE, ONGAR WOOD, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
18/04/2018,250000,"78 ANNAGH COURT, WATERVILLE, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
17/04/2018,225000,"APT 402, PHOENIX VIEW, JAMESS ST DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
12/04/2018,305506.6,"68 Beechwood Gate, Beechwood, Hansfield, Dublin 15",Dublin,Leinster,Ireland
10/04/2018,330000,"5 Castlechurch Drive, Newcastle, Co. Dublin",Dublin,Leinster,Ireland
09/04/2018,237500,"89 LANNDALE LAWNS, FORTUNESTOWN LANE, TALLAGHT DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
06/04/2018,110000,"APARTMENT 154, THE HARDWICKE, DUBLIN 7",Dublin,Leinster,Ireland
05/04/2018,211453.7,"5 CANON HALL, CHURCH ST EAST, DUBLIN 3",Dublin,Leinster,Ireland
11/05/2018,334801.76,"17 hollywoodrath park, hollystown, Dublin 15",Dublin,Leinster,Ireland
11/05/2018,240000,"19 RIVERBANK HALL, ADDISON PARK, GLASNEVIN, Dublin 11",Dublin,Leinster,Ireland
11/05/2018,45000,"36 RIVER VALE, RIVER RD, RATHBORNE DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
11/05/2018,332000,"9 SYCAMORE RD, FINGLAS, DUBLIN, Dublin 11",Dublin,Leinster,Ireland
10/05/2018,172000,"112 RATH GEAL, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
10/05/2018,240000,"8 SEANCLOS, THE GREEN, MAIN ST, Dublin 24",Dublin,Leinster,Ireland
10/05/2018,695000,"9 TRIMLESTON GARDENS, BOOTERSTOWN, BLACKROCK",Dublin,Leinster,Ireland
10/05/2018,325000,"APT 3, HOGAN ASUARE, HOGAN PLACE DUBLIN 2, Dublin 2",Dublin,Leinster,Ireland
09/05/2018,155000,"19 VIKING COURT, DONABATE, DUBLIN",Dublin,Leinster,Ireland
09/05/2018,250000,"236 THE NEW HARDWICKE, CHURCH ST, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
08/05/2018,370000,"16 WOODBURY, PARK RD, RUSH",Dublin,Leinster,Ireland
08/05/2018,390000,"4 SPRINGLAWN DR, BLANCHARDSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
08/05/2018,435000,"APT 4 CAIRNBROOK HALL, CAIRNBROOK, CARRICKMINES DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
04/05/2018,305634,"42 King Street, Belltree, Clongriffin",Dublin,Leinster,Ireland
04/05/2018,246696,"5 CASTLELAND PARK DRIVE, BALBRIGGAN",Dublin,Leinster,Ireland
04/05/2018,162995,"65 Beech House, Silverbanks, The Coast, Dublin 13",Dublin,Leinster,Ireland
04/05/2018,505000,"7 WALKERS COURT, MOUNTPLEASANT PLACE, RANELAGH DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
04/05/2018,960150,"9 Fottrell Hall, Carpenterstown Road, Castleknock, Dublin 15",Dublin,Leinster,Ireland
04/05/2018,1550000,"APT 25, BLOCK 1, GALLERY QUAY, Dublin 2",Dublin,Leinster,Ireland
04/05/2018,350000,"APT 99 BLOCK B, THE MALT HOUSE SQ, SMITHFIELD VILLAGE DUBLIN 7, Dublin 15",Dublin,Leinster,Ireland
03/05/2018,296823,"56 Belltree Avenue, Clongriffin, Dublin 13",Dublin,Leinster,Ireland
03/05/2018,355000,"59 FOREST CLOSE, KINGSWOOD HEIGHTS, TALLAGHT DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
03/05/2018,285000,"71 SEAMOUNT, STILLORGAN RD, MOUNT MERRION",Dublin,Leinster,Ireland
03/05/2018,510000,"FRANCISCAN SISTERHOOD, 1-1A CABRA GROVE, CABRA",Dublin,Leinster,Ireland
02/05/2018,370000,"10 WHITWORTH TERRACE, DRUMCONDRA, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
02/05/2018,225000,"36 MOYLARAGH CRESCENT, BALBRIGGAN, DUBLIN",Dublin,Leinster,Ireland
02/05/2018,500000,"486 BLUEBELL AVENUE, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
01/05/2018,220000,"130 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
01/05/2018,415000,"27 THE CORNMILL, DISTILLERY RD, CLONLIFFE RD, Dublin 3",Dublin,Leinster,Ireland
01/05/2018,1175000,"OVERTON, 65 GRANGE RD, RATHFARNHAM DUBLIN 14, Dublin 14",Dublin,Leinster,Ireland
30/04/2018,260000,"1 CURRAGH HALL GREEN, TYRRELSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
27/04/2018,235000,"27 KILCARBERRY AVE, CLONDALKIN, DUBLIN, Dublin 22",Dublin,Leinster,Ireland
27/04/2018,199000,"APT 61, PIER 19, USHERS ISLAND DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
26/04/2018,400000,"19 TEMPLE HILL, TERENURE ROAD WEST, TERENURE",Dublin,Leinster,Ireland
25/04/2018,455000,"4 CHAPEL AVE, IRISHTOWN, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
25/04/2018,380000,"50 CULLENSWOOD APTS, NORTHBROOK AVE, RANELAGH DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
25/04/2018,165000,"Apartment 2 Block 6, New Priory, The Hole in the Wall Road",Dublin,Leinster,Ireland
23/04/2018,275000,"245 PALMERSTOWN WOODS, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
19/04/2018,268000,"27 THE GROVE, MILLBROOK LAWNS, TALLAGHT DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
18/04/2018,177500,"17 BALLENTREE SQ, TYRRELSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
18/04/2018,430000,"33 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16, Dublin 16",Dublin,Leinster,Ireland
17/04/2018,115500,"6A LA TOUCHE RD, NAAS RD, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
16/04/2018,656387.66,"14 KILLART, CLONKEEN ROAD, CABINTEELY, Dublin 18",Dublin,Leinster,Ireland
06/04/2018,418502,"44 Eustace Court, Cualanor, Upper Glenageary Road",Dublin,Leinster,Ireland
06/04/2018,274669.6,"63 Beechwood Gate, Beechwood, Hansfield",Dublin,Leinster,Ireland
04/04/2018,175000,"26 WESTON MEADOW, WESTON PARK, LUCAN",Dublin,Leinster,Ireland
29/03/2018,420000,"5 CARYSFORT RD, DALKEY, DUBLIN",Dublin,Leinster,Ireland
29/03/2018,234950,"5 WARRENSTOWN PARK, BLANCHARDSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
29/03/2018,351225.87,"THE OLD BREWERS CLUB, 32 THE COOMBE, Dublin 8",Dublin,Leinster,Ireland
28/03/2018,295100,"14 THE TALLOW BUILDING, THE VILLAGE CENTRE, ASHTOWN RD, Dublin 15",Dublin,Leinster,Ireland
10/05/2018,490000,"12 ARDPATRICK RD, NAVAN RD, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
10/05/2018,272500,"127 WALKINSTOWN AVE, DUBLIN 12, DUBLIN, Dublin 12",Dublin,Leinster,Ireland
10/05/2018,255000,"16 SHANARD RD, SANTRY, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
10/05/2018,386496.95,"Unit 57 Stillorgan Gate, Upper KIlmacud Road, Stillorgan",Dublin,Leinster,Ireland
09/05/2018,130000,"12 EARLSFORT GARDENS, LUCAN, DUBLIN",Dublin,Leinster,Ireland
09/05/2018,330396.46,"12 Shackleton Crescent, Shackleton Park, Lucan",Dublin,Leinster,Ireland
09/05/2018,350000,"162 THE OVAL, TULLYVALE, CABINTEELY DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
09/05/2018,500000,"18 Rahillion Drive, Donabate, Co Dublin",Dublin,Leinster,Ireland
09/05/2018,277533,"34 King Street, Belltree, Clongriffin, Dublin 13",Dublin,Leinster,Ireland
09/05/2018,277000,"42 IVY CT, BEAUMONT WOODS, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
09/05/2018,530000,"6 AVOCA HALL, AVOCA PARK, BLACKROCK",Dublin,Leinster,Ireland
09/05/2018,242290,"82 Oak House, Silverbanks, The Coast",Dublin,Leinster,Ireland
08/05/2018,260000,"BEALINSTOWN, SWORDS, CO. DUBLIN",Dublin,Leinster,Ireland
04/05/2018,1175000,"15 CASTLEKNOCK GREEN, CASTLEKNOCK, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
04/05/2018,422907,"23 The Walk, Carrickmines Green, Glenamuck Road, Dublin 18",Dublin,Leinster,Ireland
04/05/2018,472500,"3 HILLVIEW LAWN, POTTERY RD, DUN LAOGHAIRE",Dublin,Leinster,Ireland
04/05/2018,200000,"36 DUNSINK PARK, FINGLAS WEST, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
04/05/2018,416740,"458 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
04/05/2018,350213,"6 Parkside Way, Parkside, Malahide Road",Dublin,Leinster,Ireland
04/05/2018,465000,"61 BEAUMONT AVE, CHURCHTOWN, DUBLIN 14, Dublin 14",Dublin,Leinster,Ireland
04/05/2018,325991,"7 Shackleton Crescent, Shackleton Park, Lucan",Dublin,Leinster,Ireland
04/05/2018,200000,"73 PARK VIEW, RATHBORNE, ASHTOWN DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
04/05/2018,322000,"85 CASTLE COURT, KILGOBBIN WOOD, SANDYFORD DUBLIN 2, Dublin 18",Dublin,Leinster,Ireland
04/05/2018,280000,"APT 8 STANLEY COURT, PRUSSIA ST, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
03/05/2018,300000,"24 LIFFEY VIEW, LIFFEY VALLEY PARK, LUCAN",Dublin,Leinster,Ireland
03/05/2018,321585.9,"24 Park Terrace North, Clongriffin",Dublin,Leinster,Ireland
03/05/2018,220000,"76 ALLEN HALL, BELGARD SQ, TALLAGHT DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
03/05/2018,255000,"78 BALLYGALL CRESNT, FINGLAS, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
02/05/2018,881057,"39A Thormanby Road, Howth",Dublin,Leinster,Ireland
02/05/2018,200000,"82 KIRWAN ST COTTAGES, STONEYBATTER, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
01/05/2018,295000,"23 LIFFEY VALLEY LAWN, LUCAN, CO DUBLIN",Dublin,Leinster,Ireland
01/05/2018,470000,"51 BROOKWOOD CRESCENT, ARTANE, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
30/04/2018,350000,"12 MC AULEY AVENUE, ARTANE, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
27/04/2018,495000,"145 CARRS MILL, DONABATE, DUBLIN",Dublin,Leinster,Ireland
27/04/2018,317181,"28 King Street, Belltree, Clongriffin, Dublin 13",Dublin,Leinster,Ireland
27/04/2018,335000,"87 FISHERMANS WHARF, YORK RD, RINGSEND DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
27/04/2018,1125000,"KAELISTRA, 22 LOWER ALBERT RD, SANDYCOVE",Dublin,Leinster,Ireland
24/04/2018,260000,"22 INAGH RD, BALLYFERMOT, DUBLIN 10, Dublin 10",Dublin,Leinster,Ireland
24/04/2018,290800,"Apartment 3 Bramley Hall, Diswellstown, Castleknock, Dublin 15",Dublin,Leinster,Ireland
23/04/2018,435000,"20A COOLMINE BOULEVARD, BLANCHARDSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
23/04/2018,268000,"APT 116 BELMAYNE, BELMAYNE, BALGRIFFIN, Dublin 13",Dublin,Leinster,Ireland
20/04/2018,476000,"276 WYCKHAM POINT, WYCKHAM WAY, DUNDRUM DUBLIN 16, Dublin 16",Dublin,Leinster,Ireland
19/04/2018,660000,"8 THE VIEW, ROBSWALL, MALAHIDE",Dublin,Leinster,Ireland
13/04/2018,820000,"22 STILLORGAN GROVE, BLACKROCK, DUBLIN",Dublin,Leinster,Ireland
12/04/2018,255000,"2 GRIFFITH RD, DUBLIN 11, DUBLIN, Dublin 11",Dublin,Leinster,Ireland
10/04/2018,410000,"42 SOUTHBANK, SWORDS, DUBLIN",Dublin,Leinster,Ireland
10/04/2018,308370.04,"Apartment 15, Bramley Hall, Diswellstown, Dublin 15",Dublin,Leinster,Ireland
06/04/2018,670000,"18B SOUTH LOTTS ROAD, RINGSEND, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
13/03/2018,86500,"18 MOYLARAGH CRESCENT, BALBRIGGAN, DUBLIN",Dublin,Leinster,Ireland
26/01/2018,540000,"35 ANNE DEVLIN PARK, TEMPLEOGUE, DUBLIN 14, Dublin 14",Dublin,Leinster,Ireland
09/05/2018,150000,"1 BELVILLE APTS, AILESBURY CLOSE, DONNYBROOK DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
09/05/2018,267000,"15 DURROW RD, CRUMLIN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
09/05/2018,236750,"195 CLONARD RD, KIMMAGE, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
09/05/2018,259911.89,"23 Citywest Avenue, Cuil Duin, Citywest",Dublin,Leinster,Ireland
09/05/2018,594713,"27 Eustace Court, Cualanor, Upper Glenageary Road",Dublin,Leinster,Ireland
09/05/2018,150000,"3 BELVILLE APTS, AILESBURY CLOSE, DONNYBROOK DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
09/05/2018,167400,"83 Oak House, The Coast, Baldoyle",Dublin,Leinster,Ireland
09/05/2018,208000,"9 WOODRUN APTS, WERDEMONT, BLANCHARDSTOWN DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
08/05/2018,243000,"19 CASHEL ROAD, CRUMLIN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
08/05/2018,520000,"81 MOUNT EAGLE DR, LEOPARDSTOWN HEIGHTS, DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
08/05/2018,700000,"86 HEYTESBURY ST, SOUTH CIRCULAR RD, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
08/05/2018,395000,"APT 35 DE VESCI HOUSE, LONGFORD PLACE, DUN LAOGHAIRE",Dublin,Leinster,Ireland
08/05/2018,695000,"UNIT 1, 80 WHITEWORTH ROAD, DRUMCONDRA, Dublin 9",Dublin,Leinster,Ireland
04/05/2018,380000,"10 STONEBRIDGE CLOSE, SHANKILL, DUBLIN, Dublin 18",Dublin,Leinster,Ireland
04/05/2018,450000,"12 TRAMWAY COURT, SUTTON, DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
04/05/2018,418502,"16 Grace Park Way, Grace Park Wood, Drumcondra, Dublin 9",Dublin,Leinster,Ireland
04/05/2018,320000,"20 DRURY HALL, STEPHEN ST LOWER, DUBLIN 2, Dublin 2",Dublin,Leinster,Ireland
04/05/2018,325991,"70 Beech House Silverbanks, The Coast, Baldoyle, Dublin 13",Dublin,Leinster,Ireland
03/05/2018,400000,"1 CUSTOM HOUSE HARBOUR, IFSC, DUBLIN 1",Dublin,Leinster,Ireland
03/05/2018,350000,"21A RANELAGH AVE, RANELAGH, DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
03/05/2018,360000,"23 ARBOUR PLACE, ARBOUR HILL, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
03/05/2018,192000,"APT 4, BLOCK 1, BEAUPARK ST CLONGRIFFIN DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
02/05/2018,150000,"29 The Avenue, Robswall, Malahide",Dublin,Leinster,Ireland
01/05/2018,232000,"611 VIRGINIA HEIGHTS, TALLAGHT, DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
01/05/2018,270000,"71 COLLINS SQ, BENBURB ST, DUBLIN, Dublin 15",Dublin,Leinster,Ireland
30/04/2018,415000,"24 COOLRUA DR, BEAUMONT, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
30/04/2018,225000,"34 BEVERTON COURT, DONABATE, DUBLIN",Dublin,Leinster,Ireland
27/04/2018,915000,"6HACKETSTOWN, RUSH RD, SKERRIES",Dublin,Leinster,Ireland
27/04/2018,195000,"95 BELFRY HALL, CITYWEST RD, DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
26/04/2018,264273,"22 shackleton way, shackleton park, lucan",Dublin,Leinster,Ireland
25/04/2018,254000,"37 MCGOVERNS CORNER, CORK ST, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
25/04/2018,320000,"5 CEDARMOUNT, ST BRIGIDS CHURCH RD, STILLORGAN",Dublin,Leinster,Ireland
25/04/2018,182345.83,"5 CHAPELTON, HOLLYSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
23/04/2018,625000,"18 DUN EMER PARK, DUNDRUM, DUBLIN 16, Dublin 16",Dublin,Leinster,Ireland
23/04/2018,240000,"MAIN STREET, RATHCOOLE, COUNTY DUBLIN",Dublin,Leinster,Ireland
20/04/2018,405286,"10 Dawson Place, Arbour Hill, Dublin 7, Dublin 7",Dublin,Leinster,Ireland
20/04/2018,269000,"6 CURRAGH HALL COURT, TYRRELSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
20/04/2018,229075,"75 Oak House, Silverbanks, The Coast",Dublin,Leinster,Ireland
19/04/2018,60000,"28 ACORN RD, WYCKHAM PARK, DUNDRUM DUBLIN 16, Dublin 16",Dublin,Leinster,Ireland
17/04/2018,355000,"24 LENNOX PLACE, PORTOBELLO, DUBLIN 8",Dublin,Leinster,Ireland
13/04/2018,308130,"11 Rathmill Green, Rathmill Manor, Rathcoole",Dublin,Leinster,Ireland
12/04/2018,422907,"11 The Drive, St Marknocks Bay, Portmarknock",Dublin,Leinster,Ireland
11/04/2018,1150000,"24 PARKVIEW, CASTLEKNOCK, DUBLIN 15",Dublin,Leinster,Ireland
11/04/2018,225000,"37 BOROIMHE BIRCHES, SWORDS, COUNTY DUBLIN",Dublin,Leinster,Ireland
05/04/2018,165000,"28 MELVILLE DR, CITYSIDE, MEAKSTOWN DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
05/04/2018,275000,"48 EDENMORE DR, RAHENY, DUBLIN, Dublin 5",Dublin,Leinster,Ireland
04/04/2018,471366,"22 THE AVENUE, CARRICKMINES GREEEN, GLENAMUCK ROAD, Dublin 18",Dublin,Leinster,Ireland
